disease_id	entrezgene	type	gene	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	disease_degree
C0023434	hsa:6387	I	CXCL12	Chronic Lymphocytic Leukemia	disease	C04;C20;C15	Neoplastic Process	4
C0023434	hsa:695	I	BTK	Chronic Lymphocytic Leukemia	disease	C04;C20;C15	Neoplastic Process	4
C0024141	hsa:930	I	CD19	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3717	I	JAK2	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:695	I	BTK	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3569	I	IL6	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:958	I	CD40	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3716	I	JAK1	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3455	I	IFNAR2	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:7292	I	TNFSF4	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3586	I	IL10	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:6850	I	SYK	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:5530	I	PPP3CA	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:4773	I	NFATC2	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:7099	I	TLR4	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:5532	I	PPP3CB	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:5533	I	PPP3CC	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:5534	I	PPP3R1	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:5535	I	PPP3R2	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:10673	I	TNFSF13B	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3663	I	IRF5	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:8741	I	TNFSF13	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3458	I	IFNG	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:51284	I	TLR7	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:51311	I	TLR8	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:54106	I	TLR9	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3592	I	IL12A	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C0024141	hsa:3593	I	IL12B	Lupus Erythematosus, Systemic	disease	C17;C20	Disease or Syndrome	26
C4721414	hsa:930	I	CD19	Mantle cell lymphoma	disease	C04;C20;C15	Neoplastic Process	2
C4721414	hsa:695	I	BTK	Mantle cell lymphoma	disease	C04;C20;C15	Neoplastic Process	2
C0024301	hsa:930	I	CD19	Lymphoma, Follicular	disease	C04;C20;C15	Neoplastic Process	2
C0024301	hsa:596	I	BCL2	Lymphoma, Follicular	disease	C04;C20;C15	Neoplastic Process	2
C0242647	hsa:930	I	CD19	Mucosa-Associated Lymphoid Tissue Lymphoma	disease	C04;C20;C15	Neoplastic Process	1
C0009326	hsa:930	I	CD19	Collagen Diseases	group	C17	Disease or Syndrome	1
C0006142	hsa:915	I	CD3D	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:10381	I	TUBB3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:10383	I	TUBB2C	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7280	I	TUBB2A	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:84617	I	TUBB6	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:6240	I	RRM1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2322	I	FLT3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7153	I	TOP2A	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7155	I	TOP2B	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3815	I	KIT	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:5159	I	PDGFRB	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4851	I	NOTCH1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4853	I	NOTCH2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3791	I	KDR	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3265	I	HRAS	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3845	I	KRAS	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4893	I	NRAS	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4609	I	MYC	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7124	I	TNF	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:9734	I	HDAC9	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:9759	I	HDAC4	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3065	I	HDAC1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:8841	I	HDAC3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3066	I	HDAC2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:55869	I	HDAC8	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:83933	I	HDAC10	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:51564	I	HDAC7	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:10013	I	HDAC6	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:10014	I	HDAC5	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:958	I	CD40	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4582	I	MUC1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:6469	I	SHH	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:50846	I	DHH	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3480	I	IGF1R	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7298	I	TYMS	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:1956	I	EGFR	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7422	I	VEGFA	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2064	I	ERBB2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2475	I	MTOR	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3326	I	HSP90AB1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3320	I	HSP90AA1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:7184	I	HSP90B1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:1719	I	DHFR	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2066	I	ERBB4	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2321	I	FLT1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:4072	I	EPCAM	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3685	I	ITGAV	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:3690	I	ITGB3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:6774	I	STAT3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2065	I	ERBB3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:1949	I	EFNB3	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:1948	I	EFNB2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:471	I	ATIC	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:142	I	PARP1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:10038	I	PARP2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:672	I	BRCA1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:675	I	BRCA2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2099	I	ESR1	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0006142	hsa:2100	I	ESR2	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	59
C0011854	hsa:915	I	CD3D	Diabetes Mellitus, Insulin-Dependent	disease	C18;C20;C19	Disease or Syndrome	3
C0011854	hsa:7292	I	TNFSF4	Diabetes Mellitus, Insulin-Dependent	disease	C18;C20;C19	Disease or Syndrome	3
C0011854	hsa:3458	I	IFNG	Diabetes Mellitus, Insulin-Dependent	disease	C18;C20;C19	Disease or Syndrome	3
C0003872	hsa:915	I	CD3D	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:7124	I	TNF	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:5530	I	PPP3CA	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:5532	I	PPP3CB	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:5533	I	PPP3CC	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:5534	I	PPP3R1	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:5535	I	PPP3R2	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0003872	hsa:3592	I	IL12A	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome	8
C0004364	hsa:915	I	CD3D	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3717	I	JAK2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:695	I	BTK	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3718	I	JAK3	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:7297	I	TYK2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:4790	I	NFKB1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3569	I	IL6	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6097	I	RORC	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:1432	I	MAPK14	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:5600	I	MAPK11	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6300	I	MAPK12	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:5603	I	MAPK13	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:958	I	CD40	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3716	I	JAK1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:5594	I	MAPK1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6774	I	STAT3	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6850	I	SYK	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:7099	I	TLR4	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3383	I	ICAM1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6772	I	STAT1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6773	I	STAT2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6775	I	STAT4	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6776	I	STAT5A	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6778	I	STAT6	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3676	I	ITGA4	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3688	I	ITGB1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3689	I	ITGB2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:6696	I	SPP1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3725	I	JUN	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3726	I	JUNB	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:2353	I	FOS	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:2355	I	FOSL2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:8061	I	FOSL1	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:1386	I	ATF2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:467	I	ATF3	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:468	I	ATF4	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C0004364	hsa:3558	I	IL2	Autoimmune Diseases	group	C20	Disease or Syndrome	37
C1961099	hsa:10381	I	TUBB3	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:10383	I	TUBB2C	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:7280	I	TUBB2A	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:84617	I	TUBB6	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:3614	I	IMPDH1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:3615	I	IMPDH2	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:4851	I	NOTCH1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:4853	I	NOTCH2	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C1961099	hsa:1803	I	DPP4	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	9
C0019829	hsa:10381	I	TUBB3	Hodgkin Disease	disease	C04;C20;C15	Neoplastic Process	4
C0019829	hsa:10383	I	TUBB2C	Hodgkin Disease	disease	C04;C20;C15	Neoplastic Process	4
C0019829	hsa:7280	I	TUBB2A	Hodgkin Disease	disease	C04;C20;C15	Neoplastic Process	4
C0019829	hsa:84617	I	TUBB6	Hodgkin Disease	disease	C04;C20;C15	Neoplastic Process	4
C0149925	hsa:10381	I	TUBB3	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:10383	I	TUBB2C	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:7280	I	TUBB2A	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:84617	I	TUBB6	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:7150	I	TOP1	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:7153	I	TOP2A	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:7155	I	TOP2B	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:6469	I	SHH	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:50846	I	DHH	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:5727	I	PTCH1	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:3480	I	IGF1R	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:7298	I	TYMS	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0149925	hsa:1022	I	CDK7	Small cell carcinoma of lung	disease	C04;C08	Neoplastic Process	13
C0007131	hsa:10381	I	TUBB3	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:10383	I	TUBB2C	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7280	I	TUBB2A	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:84617	I	TUBB6	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:6240	I	RRM1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2322	I	FLT3	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7150	I	TOP1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7153	I	TOP2A	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7155	I	TOP2B	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3815	I	KIT	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4914	I	NTRK1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4916	I	NTRK3	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3791	I	KDR	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3265	I	HRAS	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3845	I	KRAS	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4893	I	NRAS	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:5979	I	RET	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4582	I	MUC1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3480	I	IGF1R	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7298	I	TYMS	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:1956	I	EGFR	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7422	I	VEGFA	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4233	I	MET	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2064	I	ERBB2	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2475	I	MTOR	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3326	I	HSP90AB1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:3320	I	HSP90AA1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7184	I	HSP90B1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:5604	I	MAP2K1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:5605	I	MAP2K2	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:7010	I	TEK	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:238	I	ALK	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:6098	I	ROS1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:1719	I	DHFR	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2066	I	ERBB4	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2618	I	GART	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:673	I	BRAF	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4915	I	NTRK2	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2321	I	FLT1	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:2324	I	FLT4	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:1493	I	CTLA4	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0007131	hsa:4058	I	LTK	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	42
C0152018	hsa:10381	I	TUBB3	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:10383	I	TUBB2C	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:7280	I	TUBB2A	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:84617	I	TUBB6	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:5156	I	PDGFRA	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:7298	I	TYMS	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0152018	hsa:4072	I	EPCAM	Esophageal carcinoma	disease	C06;C04	Neoplastic Process	7
C0024623	hsa:10381	I	TUBB3	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:10383	I	TUBB2C	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:7280	I	TUBB2A	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:84617	I	TUBB6	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:2322	I	FLT3	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:7150	I	TOP1	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:3815	I	KIT	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:5159	I	PDGFRB	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:3791	I	KDR	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4609	I	MYC	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:7298	I	TYMS	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4233	I	MET	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:2064	I	ERBB2	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:7010	I	TEK	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:1719	I	DHFR	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4072	I	EPCAM	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4486	I	MST1R	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:324	I	APC	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4312	I	MMP1	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4313	I	MMP2	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4316	I	MMP7	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0024623	hsa:4323	I	MMP14	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	22
C0235974	hsa:10381	I	TUBB3	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:10383	I	TUBB2C	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:7280	I	TUBB2A	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:84617	I	TUBB6	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:6240	I	RRM1	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:7150	I	TOP1	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:3845	I	KRAS	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:9734	I	HDAC9	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:9759	I	HDAC4	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:3065	I	HDAC1	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:8841	I	HDAC3	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:3066	I	HDAC2	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:55869	I	HDAC8	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:83933	I	HDAC10	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:51564	I	HDAC7	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:10013	I	HDAC6	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:10014	I	HDAC5	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:6469	I	SHH	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
C0235974	hsa:50846	I	DHH	Pancreatic carcinoma	disease	C06;C04;C19	Neoplastic Process	30
